Thread, Chamada, T(k), Jitter(k)
Simulacao, 1313, 0.010438, 0.000438
Simulacao, 1314, 0.010403, 0.000403
Simulacao, 1315, 0.010205, 0.000205
Simulacao, 1316, 0.010329, 0.000329
Simulacao, 1317, 0.010408, 0.000408
Simulacao, 1318, 0.010404, 0.000404
Simulacao, 1319, 0.010408, 0.000408
Simulacao, 1320, 0.010195, 0.000195
Simulacao, 1321, 0.010412, 0.000412
Simulacao, 1322, 0.010405, 0.000405
Simulacao, 1323, 0.010328, 0.000328
Simulacao, 1324, 0.010394, 0.000394
Simulacao, 1325, 0.010302, 0.000302
Simulacao, 1326, 0.010407, 0.000407
Simulacao, 1327, 0.010397, 0.000397
Simulacao, 1328, 0.010179, 0.000179
Simulacao, 1329, 0.010191, 0.000191
Simulacao, 1330, 0.010406, 0.000406
Simulacao, 1331, 0.010361, 0.000361
Simulacao, 1332, 0.010397, 0.000397
Simulacao, 1333, 0.010386, 0.000386
Simulacao, 1334, 0.010194, 0.000194
Simulacao, 1335, 0.010412, 0.000412
Simulacao, 1336, 0.010403, 0.000403
Simulacao, 1337, 0.010192, 0.000192
Simulacao, 1338, 0.010412, 0.000412
Simulacao, 1339, 0.010129, 0.000129
Simulacao, 1340, 0.010141, 0.000141
Simulacao, 1341, 0.010412, 0.000412
Simulacao, 1342, 0.010403, 0.000403
Simulacao, 1343, 0.010147, 0.000147
Simulacao, 1344, 0.010189, 0.000189
Simulacao, 1345, 0.010402, 0.000402
Simulacao, 1346, 0.010197, 0.000197
Simulacao, 1347, 0.010135, 0.000135
Simulacao, 1348, 0.010399, 0.000399
Simulacao, 1349, 0.010191, 0.000191
Simulacao, 1350, 0.010408, 0.000408
Simulacao, 1351, 0.010406, 0.000406
Simulacao, 1352, 0.010196, 0.000196
Simulacao, 1353, 0.010403, 0.000403
Simulacao, 1354, 0.010141, 0.000141
Simulacao, 1355, 0.010184, 0.000184
Simulacao, 1356, 0.010409, 0.000409
Simulacao, 1357, 0.010401, 0.000401
Simulacao, 1358, 0.010389, 0.000389
Simulacao, 1359, 0.010199, 0.000199
Simulacao, 1360, 0.010408, 0.000408
Simulacao, 1361, 0.010400, 0.000400
Simulacao, 1362, 0.010404, 0.000404
Simulacao, 1363, 0.010146, 0.000146
Simulacao, 1364, 0.010405, 0.000405
Simulacao, 1365, 0.010197, 0.000197
Simulacao, 1366, 0.010404, 0.000404
Simulacao, 1367, 0.010130, 0.000130
Simulacao, 1368, 0.010404, 0.000404
Simulacao, 1369, 0.010370, 0.000370
Simulacao, 1370, 0.010408, 0.000408
Simulacao, 1371, 0.010197, 0.000197
Simulacao, 1372, 0.010413, 0.000413
Simulacao, 1373, 0.010196, 0.000196
Simulacao, 1374, 0.010397, 0.000397
Simulacao, 1375, 0.010176, 0.000176
Simulacao, 1376, 0.010393, 0.000393
Simulacao, 1377, 0.010399, 0.000399
Simulacao, 1378, 0.010180, 0.000180
Simulacao, 1379, 0.010400, 0.000400
Simulacao, 1380, 0.010404, 0.000404
Simulacao, 1381, 0.010187, 0.000187
Simulacao, 1382, 0.010401, 0.000401
Simulacao, 1383, 0.010183, 0.000183
Simulacao, 1384, 0.010198, 0.000198
Simulacao, 1385, 0.010406, 0.000406
Simulacao, 1386, 0.010402, 0.000402
Simulacao, 1387, 0.010387, 0.000387
Simulacao, 1388, 0.010194, 0.000194
Simulacao, 1389, 0.010404, 0.000404
Simulacao, 1390, 0.010193, 0.000193
Simulacao, 1391, 0.010403, 0.000403
Simulacao, 1392, 0.010126, 0.000126
Simulacao, 1393, 0.010140, 0.000140
Simulacao, 1394, 0.010177, 0.000177
Simulacao, 1395, 0.010403, 0.000403
Simulacao, 1396, 0.010240, 0.000240
Simulacao, 1397, 0.010400, 0.000400
Simulacao, 1398, 0.010192, 0.000192
Simulacao, 1399, 0.010193, 0.000193
Simulacao, 1400, 0.010436, 0.000436
Simulacao, 1401, 0.010395, 0.000395
Simulacao, 1402, 0.010218, 0.000218
Simulacao, 1403, 0.010403, 0.000403
Simulacao, 1404, 0.010193, 0.000193
Simulacao, 1405, 0.010406, 0.000406
Simulacao, 1406, 0.010186, 0.000186
Simulacao, 1407, 0.010396, 0.000396
Simulacao, 1408, 0.010405, 0.000405
Simulacao, 1409, 0.010406, 0.000406
Simulacao, 1410, 0.010396, 0.000396
Simulacao, 1411, 0.010401, 0.000401
Simulacao, 1412, 0.010227, 0.000227
Simulacao, 1413, 0.010399, 0.000399
Simulacao, 1414, 0.010399, 0.000399
Simulacao, 1415, 0.010401, 0.000401
Simulacao, 1416, 0.010139, 0.000139
Simulacao, 1417, 0.010181, 0.000181
Simulacao, 1418, 0.010395, 0.000395
Simulacao, 1419, 0.010310, 0.000310
Simulacao, 1420, 0.010405, 0.000405
Simulacao, 1421, 0.010404, 0.000404
Simulacao, 1422, 0.010182, 0.000182
Simulacao, 1423, 0.010395, 0.000395
Simulacao, 1424, 0.010403, 0.000403
Simulacao, 1425, 0.010197, 0.000197
Simulacao, 1426, 0.010193, 0.000193
Simulacao, 1427, 0.010192, 0.000192
Simulacao, 1428, 0.010139, 0.000139
Simulacao, 1429, 0.010407, 0.000407
Simulacao, 1430, 0.010434, 0.000434
Simulacao, 1431, 0.010141, 0.000141
Simulacao, 1432, 0.010144, 0.000144
Simulacao, 1433, 0.010407, 0.000407
Simulacao, 1434, 0.010197, 0.000197
Simulacao, 1435, 0.010408, 0.000408
Simulacao, 1436, 0.010187, 0.000187
Simulacao, 1437, 0.010193, 0.000193
Simulacao, 1438, 0.010438, 0.000438
Simulacao, 1439, 0.010141, 0.000141
Simulacao, 1440, 0.010393, 0.000393
Simulacao, 1441, 0.010288, 0.000288
Simulacao, 1442, 0.010409, 0.000409
Simulacao, 1443, 0.010195, 0.000195
Simulacao, 1444, 0.010403, 0.000403
Simulacao, 1445, 0.010380, 0.000380
Simulacao, 1446, 0.010260, 0.000260
Simulacao, 1447, 0.010405, 0.000405
Simulacao, 1448, 0.010405, 0.000405
Simulacao, 1449, 0.010388, 0.000388
Simulacao, 1450, 0.010408, 0.000408
Simulacao, 1451, 0.010145, 0.000145
Simulacao, 1452, 0.010411, 0.000411
Simulacao, 1453, 0.010395, 0.000395
Simulacao, 1454, 0.010405, 0.000405
Simulacao, 1455, 0.010407, 0.000407
Simulacao, 1456, 0.010244, 0.000244
Simulacao, 1457, 0.010403, 0.000403
Simulacao, 1458, 0.010411, 0.000411
Simulacao, 1459, 0.010405, 0.000405
Simulacao, 1460, 0.010427, 0.000427
Simulacao, 1461, 0.010202, 0.000202
Simulacao, 1462, 0.010411, 0.000411
Simulacao, 1463, 0.010134, 0.000134
Simulacao, 1464, 0.010187, 0.000187
Simulacao, 1465, 0.010231, 0.000231
Simulacao, 1466, 0.010134, 0.000134
Simulacao, 1467, 0.010128, 0.000128
Simulacao, 1468, 0.010185, 0.000185
Simulacao, 1469, 0.010179, 0.000179
Simulacao, 1470, 0.010406, 0.000406
Simulacao, 1471, 0.010130, 0.000130
Simulacao, 1472, 0.010252, 0.000252
Simulacao, 1473, 0.010401, 0.000401
Simulacao, 1474, 0.010359, 0.000359
Simulacao, 1475, 0.010144, 0.000144
Simulacao, 1476, 0.010409, 0.000409
Simulacao, 1477, 0.010189, 0.000189
Simulacao, 1478, 0.010165, 0.000165
Simulacao, 1479, 0.010422, 0.000422
Simulacao, 1480, 0.010302, 0.000302
Simulacao, 1481, 0.010193, 0.000193
Simulacao, 1482, 0.010405, 0.000405
Simulacao, 1483, 0.010406, 0.000406
Simulacao, 1484, 0.010186, 0.000186
Simulacao, 1485, 0.010404, 0.000404
Simulacao, 1486, 0.010400, 0.000400
Simulacao, 1487, 0.010198, 0.000198
Simulacao, 1488, 0.010134, 0.000134
Simulacao, 1489, 0.010354, 0.000354
Simulacao, 1490, 0.010268, 0.000268
Simulacao, 1491, 0.010408, 0.000408
Simulacao, 1492, 0.010141, 0.000141
Simulacao, 1493, 0.010198, 0.000198
Simulacao, 1494, 0.010406, 0.000406
Simulacao, 1495, 0.010140, 0.000140
Simulacao, 1496, 0.010136, 0.000136
Simulacao, 1497, 0.010401, 0.000401
Simulacao, 1498, 0.010400, 0.000400
Simulacao, 1499, 0.010405, 0.000405
Simulacao, 1500, 0.010195, 0.000195
Simulacao, 1501, 0.010407, 0.000407
Simulacao, 1502, 0.010407, 0.000407
Simulacao, 1503, 0.010406, 0.000406
Simulacao, 1504, 0.010200, 0.000200
Simulacao, 1505, 0.010136, 0.000136
Simulacao, 1506, 0.010407, 0.000407
Simulacao, 1507, 0.010383, 0.000383
Simulacao, 1508, 0.010261, 0.000261
Simulacao, 1509, 0.010333, 0.000333
Simulacao, 1510, 0.010265, 0.000265
Simulacao, 1511, 0.010406, 0.000406
Simulacao, 1512, 0.010402, 0.000402
Simulacao, 1513, 0.010290, 0.000290
Simulacao, 1514, 0.010408, 0.000408
Simulacao, 1515, 0.010402, 0.000402
Simulacao, 1516, 0.010178, 0.000178
Simulacao, 1517, 0.010399, 0.000399
Simulacao, 1518, 0.010404, 0.000404
Simulacao, 1519, 0.010178, 0.000178
Simulacao, 1520, 0.010397, 0.000397
Simulacao, 1521, 0.010396, 0.000396
Simulacao, 1522, 0.010191, 0.000191
Simulacao, 1523, 0.010390, 0.000390
Simulacao, 1524, 0.010409, 0.000409
Simulacao, 1525, 0.010397, 0.000397
Simulacao, 1526, 0.010398, 0.000398
Simulacao, 1527, 0.010340, 0.000340
Simulacao, 1528, 0.010222, 0.000222
Simulacao, 1529, 0.010268, 0.000268
Simulacao, 1530, 0.010402, 0.000402
Simulacao, 1531, 0.010378, 0.000378
Simulacao, 1532, 0.010403, 0.000403
Simulacao, 1533, 0.010404, 0.000404
Simulacao, 1534, 0.010186, 0.000186
Simulacao, 1535, 0.010383, 0.000383
Simulacao, 1536, 0.010401, 0.000401
Simulacao, 1537, 0.010190, 0.000190
Simulacao, 1538, 0.010405, 0.000405
Simulacao, 1539, 0.010198, 0.000198
Simulacao, 1540, 0.010214, 0.000214
Simulacao, 1541, 0.010351, 0.000351
Simulacao, 1542, 0.010331, 0.000331
Simulacao, 1543, 0.010271, 0.000271
Simulacao, 1544, 0.010206, 0.000206
Simulacao, 1545, 0.010399, 0.000399
Simulacao, 1546, 0.010197, 0.000197
Simulacao, 1547, 0.010402, 0.000402
Simulacao, 1548, 0.010403, 0.000403
Simulacao, 1549, 0.010402, 0.000402
Simulacao, 1550, 0.010407, 0.000407
Simulacao, 1551, 0.010141, 0.000141
Simulacao, 1552, 0.010403, 0.000403
Simulacao, 1553, 0.010408, 0.000408
Simulacao, 1554, 0.010143, 0.000143
Simulacao, 1555, 0.010289, 0.000289
Simulacao, 1556, 0.010192, 0.000192
Simulacao, 1557, 0.010404, 0.000404
Simulacao, 1558, 0.010408, 0.000408
Simulacao, 1559, 0.010401, 0.000401
Simulacao, 1560, 0.010180, 0.000180
Simulacao, 1561, 0.010402, 0.000402
Simulacao, 1562, 0.010197, 0.000197
Simulacao, 1563, 0.010187, 0.000187
Simulacao, 1564, 0.010159, 0.000159
Simulacao, 1565, 0.010140, 0.000140
Simulacao, 1566, 0.010149, 0.000149
Simulacao, 1567, 0.010405, 0.000405
Simulacao, 1568, 0.010128, 0.000128
Simulacao, 1569, 0.010152, 0.000152
Simulacao, 1570, 0.010133, 0.000133
Simulacao, 1571, 0.010393, 0.000393
Simulacao, 1572, 0.010183, 0.000183
Simulacao, 1573, 0.010198, 0.000198
Simulacao, 1574, 0.010205, 0.000205
Simulacao, 1575, 0.010163, 0.000163
Simulacao, 1576, 0.010354, 0.000354
Simulacao, 1577, 0.010407, 0.000407
Simulacao, 1578, 0.010143, 0.000143
Simulacao, 1579, 0.010127, 0.000127
Simulacao, 1580, 0.010377, 0.000377
Simulacao, 1581, 0.010224, 0.000224
Simulacao, 1582, 0.010135, 0.000135
Simulacao, 1583, 0.010146, 0.000146
Simulacao, 1584, 0.010175, 0.000175
Simulacao, 1585, 0.010403, 0.000403
Simulacao, 1586, 0.010198, 0.000198
Simulacao, 1587, 0.010143, 0.000143
Simulacao, 1588, 0.010142, 0.000142
Simulacao, 1589, 0.010402, 0.000402
Simulacao, 1590, 0.010195, 0.000195
Simulacao, 1591, 0.010159, 0.000159
Simulacao, 1592, 0.010408, 0.000408
Simulacao, 1593, 0.010191, 0.000191
Simulacao, 1594, 0.010199, 0.000199
Simulacao, 1595, 0.010334, 0.000334
Simulacao, 1596, 0.010143, 0.000143
Simulacao, 1597, 0.010405, 0.000405
Simulacao, 1598, 0.010225, 0.000225
Simulacao, 1599, 0.010188, 0.000188
Simulacao, 1600, 0.010406, 0.000406
Simulacao, 1601, 0.010412, 0.000412
Simulacao, 1602, 0.010139, 0.000139
Simulacao, 1603, 0.010145, 0.000145
Simulacao, 1604, 0.010404, 0.000404
Simulacao, 1605, 0.010195, 0.000195
Simulacao, 1606, 0.010407, 0.000407
Simulacao, 1607, 0.010413, 0.000413
Simulacao, 1608, 0.010407, 0.000407
Simulacao, 1609, 0.010423, 0.000423
Simulacao, 1610, 0.010402, 0.000402
Simulacao, 1611, 0.010432, 0.000432
Simulacao, 1612, 0.010407, 0.000407
Simulacao, 1613, 0.010405, 0.000405
Simulacao, 1614, 0.010409, 0.000409
Simulacao, 1615, 0.010405, 0.000405
Simulacao, 1616, 0.010406, 0.000406
Simulacao, 1617, 0.010181, 0.000181
Simulacao, 1618, 0.010401, 0.000401
Simulacao, 1619, 0.010407, 0.000407
Simulacao, 1620, 0.010398, 0.000398
Simulacao, 1621, 0.010370, 0.000370
Simulacao, 1622, 0.010142, 0.000142
Simulacao, 1623, 0.010409, 0.000409
Simulacao, 1624, 0.010478, 0.000478
Simulacao, 1625, 0.010140, 0.000140
Simulacao, 1626, 0.010189, 0.000189
Simulacao, 1627, 0.010196, 0.000196
Simulacao, 1628, 0.010367, 0.000367
Simulacao, 1629, 0.010388, 0.000388
Simulacao, 1630, 0.010406, 0.000406
Simulacao, 1631, 0.010200, 0.000200
Simulacao, 1632, 0.010138, 0.000138
Simulacao, 1633, 0.010395, 0.000395
Simulacao, 1634, 0.010385, 0.000385
Simulacao, 1635, 0.010134, 0.000134
Simulacao, 1636, 0.010401, 0.000401
Simulacao, 1637, 0.010195, 0.000195
Simulacao, 1638, 0.010402, 0.000402
Simulacao, 1639, 0.010408, 0.000408
Simulacao, 1640, 0.010386, 0.000386
Simulacao, 1641, 0.010402, 0.000402
Simulacao, 1642, 0.010402, 0.000402
Simulacao, 1643, 0.010195, 0.000195
Simulacao, 1644, 0.010405, 0.000405
Simulacao, 1645, 0.010197, 0.000197
Simulacao, 1646, 0.010397, 0.000397
Simulacao, 1647, 0.010409, 0.000409
Simulacao, 1648, 0.010406, 0.000406
Simulacao, 1649, 0.010124, 0.000124
Simulacao, 1650, 0.010153, 0.000153
Simulacao, 1651, 0.010111, 0.000111
Simulacao, 1652, 0.010107, 0.000107
Simulacao, 1653, 0.010377, 0.000377
Simulacao, 1654, 0.010382, 0.000382
Simulacao, 1655, 0.010123, 0.000123
Simulacao, 1656, 0.010120, 0.000120
Simulacao, 1657, 0.010131, 0.000131
Simulacao, 1658, 0.010186, 0.000186
Simulacao, 1659, 0.010190, 0.000190
Simulacao, 1660, 0.010144, 0.000144
Simulacao, 1661, 0.010123, 0.000123
Simulacao, 1662, 0.010096, 0.000096
Simulacao, 1663, 0.010096, 0.000096
Simulacao, 1664, 0.010120, 0.000120
Simulacao, 1665, 0.010095, 0.000095
Simulacao, 1666, 0.010175, 0.000175
Simulacao, 1667, 0.010386, 0.000386
Simulacao, 1668, 0.010103, 0.000103
Simulacao, 1669, 0.010379, 0.000379
Simulacao, 1670, 0.010379, 0.000379
Simulacao, 1671, 0.010165, 0.000165
Simulacao, 1672, 0.010112, 0.000112
Simulacao, 1673, 0.010132, 0.000132
Simulacao, 1674, 0.010399, 0.000399
Simulacao, 1675, 0.010402, 0.000402
Simulacao, 1676, 0.010130, 0.000130
Simulacao, 1677, 0.010398, 0.000398
Simulacao, 1678, 0.010099, 0.000099
Simulacao, 1679, 0.010399, 0.000399
Simulacao, 1680, 0.010139, 0.000139
Simulacao, 1681, 0.010184, 0.000184
Simulacao, 1682, 0.010374, 0.000374
Simulacao, 1683, 0.010395, 0.000395
Simulacao, 1684, 0.010147, 0.000147
Simulacao, 1685, 0.010259, 0.000259
Simulacao, 1686, 0.010428, 0.000428
Simulacao, 1687, 0.010201, 0.000201
Simulacao, 1688, 0.010143, 0.000143
Simulacao, 1689, 0.010402, 0.000402
Simulacao, 1690, 0.010196, 0.000196
Simulacao, 1691, 0.010404, 0.000404
Simulacao, 1692, 0.010301, 0.000301
Simulacao, 1693, 0.010387, 0.000387
Simulacao, 1694, 0.010406, 0.000406
Simulacao, 1695, 0.010265, 0.000265
Simulacao, 1696, 0.010183, 0.000183
Simulacao, 1697, 0.010401, 0.000401
Simulacao, 1698, 0.010408, 0.000408
Simulacao, 1699, 0.010395, 0.000395
Simulacao, 1700, 0.010365, 0.000365
Simulacao, 1701, 0.010406, 0.000406
Simulacao, 1702, 0.010201, 0.000201
Simulacao, 1703, 0.010409, 0.000409
Simulacao, 1704, 0.010408, 0.000408
Simulacao, 1705, 0.010190, 0.000190
Simulacao, 1706, 0.010422, 0.000422
Simulacao, 1707, 0.010187, 0.000187
Simulacao, 1708, 0.010389, 0.000389
Simulacao, 1709, 0.010408, 0.000408
Simulacao, 1710, 0.010192, 0.000192
Simulacao, 1711, 0.010288, 0.000288
Simulacao, 1712, 0.010441, 0.000441
Simulacao, 1713, 0.010417, 0.000417
Simulacao, 1714, 0.010404, 0.000404
Simulacao, 1715, 0.010167, 0.000167
Simulacao, 1716, 0.010393, 0.000393
Simulacao, 1717, 0.010398, 0.000398
Simulacao, 1718, 0.010324, 0.000324
Simulacao, 1719, 0.010395, 0.000395
Simulacao, 1720, 0.010194, 0.000194
Simulacao, 1721, 0.010407, 0.000407
Simulacao, 1722, 0.010167, 0.000167
Simulacao, 1723, 0.010390, 0.000390
Simulacao, 1724, 0.010127, 0.000127
Simulacao, 1725, 0.010167, 0.000167
Simulacao, 1726, 0.010413, 0.000413
Simulacao, 1727, 0.010398, 0.000398
Simulacao, 1728, 0.010171, 0.000171
Simulacao, 1729, 0.010394, 0.000394
Simulacao, 1730, 0.010399, 0.000399
Simulacao, 1731, 0.010124, 0.000124
Simulacao, 1732, 0.010404, 0.000404
Simulacao, 1733, 0.010178, 0.000178
Simulacao, 1734, 0.010197, 0.000197
Simulacao, 1735, 0.010376, 0.000376
Simulacao, 1736, 0.010405, 0.000405
Simulacao, 1737, 0.010199, 0.000199
Simulacao, 1738, 0.010484, 0.000484
Simulacao, 1739, 0.010167, 0.000167
Simulacao, 1740, 0.010191, 0.000191
Simulacao, 1741, 0.010406, 0.000406
Simulacao, 1742, 0.010404, 0.000404
Simulacao, 1743, 0.010198, 0.000198
Simulacao, 1744, 0.010193, 0.000193
Simulacao, 1745, 0.010392, 0.000392
Simulacao, 1746, 0.010194, 0.000194
Simulacao, 1747, 0.010406, 0.000406
Simulacao, 1748, 0.010406, 0.000406
Simulacao, 1749, 0.010195, 0.000195
Simulacao, 1750, 0.010186, 0.000186
Simulacao, 1751, 0.010401, 0.000401
Simulacao, 1752, 0.010404, 0.000404
Simulacao, 1753, 0.010407, 0.000407
Simulacao, 1754, 0.010164, 0.000164
Simulacao, 1755, 0.010140, 0.000140
Simulacao, 1756, 0.010405, 0.000405
Simulacao, 1757, 0.010403, 0.000403
Simulacao, 1758, 0.010180, 0.000180
Simulacao, 1759, 0.010185, 0.000185
Simulacao, 1760, 0.010407, 0.000407
Simulacao, 1761, 0.010404, 0.000404
Simulacao, 1762, 0.010195, 0.000195
Simulacao, 1763, 0.010405, 0.000405
Simulacao, 1764, 0.010408, 0.000408
Simulacao, 1765, 0.010406, 0.000406
Simulacao, 1766, 0.010195, 0.000195
Simulacao, 1767, 0.010405, 0.000405
Simulacao, 1768, 0.010411, 0.000411
Simulacao, 1769, 0.010402, 0.000402
Simulacao, 1770, 0.010147, 0.000147
Simulacao, 1771, 0.010407, 0.000407
Simulacao, 1772, 0.010179, 0.000179
Simulacao, 1773, 0.010399, 0.000399
Simulacao, 1774, 0.010398, 0.000398
Simulacao, 1775, 0.010180, 0.000180
Simulacao, 1776, 0.010396, 0.000396
Simulacao, 1777, 0.010401, 0.000401
Simulacao, 1778, 0.010178, 0.000178
Simulacao, 1779, 0.010400, 0.000400
Simulacao, 1780, 0.010409, 0.000409
Simulacao, 1781, 0.010183, 0.000183
Simulacao, 1782, 0.010401, 0.000401
Simulacao, 1783, 0.010136, 0.000136
Simulacao, 1784, 0.010391, 0.000391
Simulacao, 1785, 0.010264, 0.000264
Simulacao, 1786, 0.010424, 0.000424
Simulacao, 1787, 0.010197, 0.000197
Simulacao, 1788, 0.010195, 0.000195
Simulacao, 1789, 0.010313, 0.000313
Simulacao, 1790, 0.010395, 0.000395
Simulacao, 1791, 0.010407, 0.000407
Simulacao, 1792, 0.010436, 0.000436
Simulacao, 1793, 0.010195, 0.000195
Simulacao, 1794, 0.010406, 0.000406
Simulacao, 1795, 0.010406, 0.000406
Simulacao, 1796, 0.010188, 0.000188
Simulacao, 1797, 0.010418, 0.000418
Simulacao, 1798, 0.010136, 0.000136
Simulacao, 1799, 0.010397, 0.000397
Simulacao, 1800, 0.010397, 0.000397
Simulacao, 1801, 0.010152, 0.000152
Simulacao, 1802, 0.010406, 0.000406
Simulacao, 1803, 0.010405, 0.000405
Simulacao, 1804, 0.010409, 0.000409
Simulacao, 1805, 0.010397, 0.000397
Simulacao, 1806, 0.010376, 0.000376
Simulacao, 1807, 0.010406, 0.000406
Simulacao, 1808, 0.010409, 0.000409
Simulacao, 1809, 0.010400, 0.000400
Simulacao, 1810, 0.010415, 0.000415
Simulacao, 1811, 0.010406, 0.000406
Simulacao, 1812, 0.010117, 0.000117
Simulacao, 1813, 0.010180, 0.000180
Simulacao, 1814, 0.010123, 0.000123
Simulacao, 1815, 0.010404, 0.000404
Simulacao, 1816, 0.010157, 0.000157
Simulacao, 1817, 0.010122, 0.000122
Simulacao, 1818, 0.010396, 0.000396
Simulacao, 1819, 0.010341, 0.000341
Simulacao, 1820, 0.010441, 0.000441
Simulacao, 1821, 0.010399, 0.000399
Simulacao, 1822, 0.010192, 0.000192
Simulacao, 1823, 0.010404, 0.000404
Simulacao, 1824, 0.010195, 0.000195
Simulacao, 1825, 0.010189, 0.000189
Simulacao, 1826, 0.010401, 0.000401
Simulacao, 1827, 0.010143, 0.000143
Simulacao, 1828, 0.010170, 0.000170
Simulacao, 1829, 0.010404, 0.000404
Simulacao, 1830, 0.010410, 0.000410
Simulacao, 1831, 0.010389, 0.000389
Simulacao, 1832, 0.010185, 0.000185
Simulacao, 1833, 0.010155, 0.000155
Simulacao, 1834, 0.010156, 0.000156
Simulacao, 1835, 0.010402, 0.000402
Simulacao, 1836, 0.010196, 0.000196
Simulacao, 1837, 0.010195, 0.000195
Simulacao, 1838, 0.010408, 0.000408
Simulacao, 1839, 0.010410, 0.000410
Simulacao, 1840, 0.010199, 0.000199
Simulacao, 1841, 0.010409, 0.000409
Simulacao, 1842, 0.010403, 0.000403
Simulacao, 1843, 0.010399, 0.000399
Simulacao, 1844, 0.010141, 0.000141
Simulacao, 1845, 0.010404, 0.000404
Simulacao, 1846, 0.010404, 0.000404
Simulacao, 1847, 0.010154, 0.000154
Simulacao, 1848, 0.010186, 0.000186
Simulacao, 1849, 0.010405, 0.000405
Simulacao, 1850, 0.010402, 0.000402
Simulacao, 1851, 0.010483, 0.000483
Simulacao, 1852, 0.010405, 0.000405
Simulacao, 1853, 0.010402, 0.000402
Simulacao, 1854, 0.010407, 0.000407
Simulacao, 1855, 0.010406, 0.000406
Simulacao, 1856, 0.010188, 0.000188
Simulacao, 1857, 0.010393, 0.000393
Simulacao, 1858, 0.010406, 0.000406
Simulacao, 1859, 0.010412, 0.000412
Simulacao, 1860, 0.010262, 0.000262
Simulacao, 1861, 0.010139, 0.000139
Simulacao, 1862, 0.010143, 0.000143
Simulacao, 1863, 0.010169, 0.000169
Simulacao, 1864, 0.010368, 0.000368
Simulacao, 1865, 0.010406, 0.000406
Simulacao, 1866, 0.010181, 0.000181
Simulacao, 1867, 0.010167, 0.000167
Simulacao, 1868, 0.010406, 0.000406
Simulacao, 1869, 0.010124, 0.000124
Simulacao, 1870, 0.010396, 0.000396
Simulacao, 1871, 0.010195, 0.000195
Simulacao, 1872, 0.010178, 0.000178
Simulacao, 1873, 0.010398, 0.000398
Simulacao, 1874, 0.010253, 0.000253
Simulacao, 1875, 0.010193, 0.000193
Simulacao, 1876, 0.010191, 0.000191
Simulacao, 1877, 0.010402, 0.000402
Simulacao, 1878, 0.010198, 0.000198
Simulacao, 1879, 0.010413, 0.000413
Simulacao, 1880, 0.010407, 0.000407
Simulacao, 1881, 0.010195, 0.000195
Simulacao, 1882, 0.010408, 0.000408
Simulacao, 1883, 0.010191, 0.000191
Simulacao, 1884, 0.010148, 0.000148
Simulacao, 1885, 0.010194, 0.000194
Simulacao, 1886, 0.010314, 0.000314
Simulacao, 1887, 0.010191, 0.000191
Simulacao, 1888, 0.010405, 0.000405
Simulacao, 1889, 0.010404, 0.000404
Simulacao, 1890, 0.010198, 0.000198
Simulacao, 1891, 0.010398, 0.000398
Simulacao, 1892, 0.010412, 0.000412
Simulacao, 1893, 0.010197, 0.000197
Simulacao, 1894, 0.010405, 0.000405
Simulacao, 1895, 0.010195, 0.000195
Simulacao, 1896, 0.010224, 0.000224
Simulacao, 1897, 0.010396, 0.000396
Simulacao, 1898, 0.010405, 0.000405
Simulacao, 1899, 0.010407, 0.000407
Simulacao, 1900, 0.010126, 0.000126
Simulacao, 1901, 0.010396, 0.000396
Simulacao, 1902, 0.010395, 0.000395
Simulacao, 1903, 0.010402, 0.000402
Simulacao, 1904, 0.010404, 0.000404
Simulacao, 1905, 0.010198, 0.000198
Simulacao, 1906, 0.010191, 0.000191
Simulacao, 1907, 0.010141, 0.000141
Simulacao, 1908, 0.010404, 0.000404
Simulacao, 1909, 0.010403, 0.000403
Simulacao, 1910, 0.010172, 0.000172
Simulacao, 1911, 0.010406, 0.000406
Simulacao, 1912, 0.010404, 0.000404
Simulacao, 1913, 0.010127, 0.000127
Simulacao, 1914, 0.010180, 0.000180
Simulacao, 1915, 0.010191, 0.000191
Simulacao, 1916, 0.010182, 0.000182
Simulacao, 1917, 0.010398, 0.000398
Simulacao, 1918, 0.010359, 0.000359
Simulacao, 1919, 0.010180, 0.000180
Simulacao, 1920, 0.010196, 0.000196
Simulacao, 1921, 0.010412, 0.000412
Simulacao, 1922, 0.010197, 0.000197
Simulacao, 1923, 0.010409, 0.000409
Simulacao, 1924, 0.010171, 0.000171
Simulacao, 1925, 0.010144, 0.000144
Simulacao, 1926, 0.010384, 0.000384
Simulacao, 1927, 0.010408, 0.000408
Simulacao, 1928, 0.010146, 0.000146
Simulacao, 1929, 0.010404, 0.000404
Simulacao, 1930, 0.010278, 0.000278
Simulacao, 1931, 0.010201, 0.000201
Simulacao, 1932, 0.010408, 0.000408
Simulacao, 1933, 0.010407, 0.000407
Simulacao, 1934, 0.010193, 0.000193
Simulacao, 1935, 0.010403, 0.000403
Simulacao, 1936, 0.010409, 0.000409
Simulacao, 1937, 0.010177, 0.000177
Simulacao, 1938, 0.010401, 0.000401
Simulacao, 1939, 0.010189, 0.000189
Simulacao, 1940, 0.010394, 0.000394
Simulacao, 1941, 0.010141, 0.000141
Simulacao, 1942, 0.010402, 0.000402
Simulacao, 1943, 0.010197, 0.000197
Simulacao, 1944, 0.010183, 0.000183
Simulacao, 1945, 0.010123, 0.000123
Simulacao, 1946, 0.010398, 0.000398
Simulacao, 1947, 0.010405, 0.000405
